sub	sess	t	cond	trig	event	onset
1	0	37	2	5	d_clsd	4345.64088949
1	0	37	2	4	d_open	4345.99113317
1	0	37	2	5	d_clsd	4346.84165865
1	0	37	2	4	d_open	4347.19186611
1	0	37	2	5	d_clsd	4348.25253714
1	0	37	2	4	d_open	4348.60275547
1	0	37	2	5	d_clsd	4349.45332834
1	0	37	2	4	d_open	4349.80349565
1	0	37	2	5	d_clsd	4350.94430409
1	0	37	2	4	d_open	4351.29447955
1	0	37	2	5	d_clsd	4352.14501258
1	0	37	2	4	d_open	4352.49521913
1	0	37	2	5	d_clsd	4353.34571714
1	0	37	2	4	d_open	4353.69593306
1	0	37	2	5	d_clsd	4354.54651740
1	0	37	2	4	d_open	4354.89676833
1	0	37	2	5	d_clsd	4355.74726996
1	0	37	2	4	d_open	4356.09749765
1	0	37	2	5	d_clsd	4356.94803128
1	0	37	2	4	d_open	4357.29824417
1	0	37	2	5	d_clsd	4358.14880316
1	0	37	2	4	d_open	4358.48897314
1	0	37	2	5	d_clsd	4359.72980045
1	0	37	2	4	d_open	4360.07999040
1	0	37	2	8	pre_tgt	4360.14020651
1	0	37	2	10	tgt_on	4360.90064132
1	0	38	2	2	t_start	4363.55226289
1	0	38	2	11	all_drs_on	4365.58348319
1	0	38	2	5	d_clsd	4365.59352157
1	0	38	2	4	d_open	4366.13375012
1	0	38	2	5	d_clsd	4366.98431695
1	0	38	2	4	d_open	4367.33450087
1	0	38	2	5	d_clsd	4368.18508219
1	0	38	2	4	d_open	4368.53528210
1	0	38	2	8	pre_tgt	4368.60543004
1	0	38	2	10	tgt_on	4369.36600341
1	0	39	2	2	t_start	4371.99753976
1	0	39	2	11	all_drs_on	4374.68919411
1	0	39	2	5	d_clsd	4374.69922314
1	0	39	2	4	d_open	4375.59973526
1	0	39	2	5	d_clsd	4376.45026165
1	0	39	2	4	d_open	4376.80053401
1	0	39	2	5	d_clsd	4377.65101934
1	0	39	2	4	d_open	4378.00123435
1	0	39	2	8	pre_tgt	4378.07148733
1	0	39	2	10	tgt_on	4378.83191973
1	0	40	2	2	t_start	4381.48347428
1	0	40	2	11	all_drs_on	4383.50475219
1	0	40	2	5	d_clsd	4383.51471057
1	0	40	2	4	d_open	4384.23512317
1	0	40	2	5	d_clsd	4385.08568186
1	0	40	2	4	d_open	4385.43591226
1	0	40	2	5	d_clsd	4386.28645404
1	0	40	2	4	d_open	4386.63662980
1	0	40	2	5	d_clsd	4387.48724947
1	0	40	2	4	d_open	4387.83742251
1	0	40	2	5	d_clsd	4388.68798361
1	0	40	2	4	d_open	4389.03818443
1	0	40	2	5	d_clsd	4389.88876123
1	0	40	2	4	d_open	4390.28894960
1	0	40	2	5	d_clsd	4391.13949259
1	0	40	2	4	d_open	4391.76987851
1	0	40	2	5	d_clsd	4392.62044957
1	0	40	2	4	d_open	4395.24209305
1	0	40	2	5	d_clsd	4396.09262396
1	0	40	2	4	d_open	4396.44285557
1	0	40	2	5	d_clsd	4397.29337350
1	0	40	2	4	d_open	4397.86374648
1	0	40	2	8	pre_tgt	4397.93379419
1	0	40	2	10	tgt_on	4398.69437752
1	0	41	2	2	t_start	4401.34604105
1	0	41	2	11	all_drs_on	4403.35722111
1	0	41	2	5	d_clsd	4403.36729692
1	0	41	2	4	d_open	4404.44793000
1	0	41	2	5	d_clsd	4405.29844582
1	0	41	2	4	d_open	4405.64862310
1	0	41	2	5	d_clsd	4406.49915522
1	0	41	2	4	d_open	4406.84937686
1	0	41	2	5	d_clsd	4407.69993132
1	0	41	2	4	d_open	4408.05013033
1	0	41	2	5	d_clsd	4408.90066879
1	0	41	2	4	d_open	4409.25093934
1	0	41	2	5	d_clsd	4410.10142769
1	0	41	2	4	d_open	4410.45164542
1	0	41	2	5	d_clsd	4411.30217603
1	0	41	2	4	d_open	4411.96259711
1	0	41	2	5	d_clsd	4412.81316093
1	0	41	2	4	d_open	4413.16336054
1	0	41	2	5	d_clsd	4414.01386911
1	0	41	2	4	d_open	4414.36412004
1	0	41	2	5	d_clsd	4415.21464854
1	0	41	2	4	d_open	4415.56486868
1	0	41	2	8	pre_tgt	4415.63507819
1	0	41	2	10	tgt_on	4416.39557821
1	0	42	2	2	t_start	4419.03719672
1	0	42	2	11	all_drs_on	4421.05836414
1	0	42	2	5	d_clsd	4421.06835120
1	0	42	2	4	d_open	4421.84880754
1	0	42	2	5	d_clsd	4422.93953274
1	0	42	2	4	d_open	4423.28973899
1	0	42	2	5	d_clsd	4424.14024726
1	0	42	2	4	d_open	4424.65062540
1	0	42	2	5	d_clsd	4425.50112462
1	0	42	2	4	d_open	4425.85132483
1	0	42	2	5	d_clsd	4426.70186691
1	0	42	2	4	d_open	4427.05209732
1	0	42	2	5	d_clsd	4427.90264031
1	0	42	2	4	d_open	4428.25285290
1	0	42	2	5	d_clsd	4429.10337868
1	0	42	2	4	d_open	4429.45359338
1	0	42	2	5	d_clsd	4430.42420755
1	0	42	2	4	d_open	4431.87510584
1	0	42	2	5	d_clsd	4432.72568324
1	0	42	2	4	d_open	4433.07595229
1	0	42	2	5	d_clsd	4433.92645452
1	0	42	2	4	d_open	4434.27667526
1	0	42	2	5	d_clsd	4435.12721131
1	0	42	2	4	d_open	4435.47740156
1	0	42	2	5	d_clsd	4436.32794516
1	0	42	2	4	d_open	4436.88825832
1	0	42	2	5	d_clsd	4437.73879647
1	0	42	2	4	d_open	4438.08902144
1	0	42	2	8	pre_tgt	4438.16913169
1	0	42	2	10	tgt_on	4438.92971472
1	0	43	2	2	t_start	4442.27174030
1	0	43	2	11	all_drs_on	4444.29301337
1	0	43	2	5	d_clsd	4444.30306534
1	0	43	2	4	d_open	4444.84328030
1	0	43	2	5	d_clsd	4445.69379823
1	0	43	2	4	d_open	4446.04401324
1	0	43	2	5	d_clsd	4446.89458913
1	0	43	2	4	d_open	4448.09533173
1	0	43	2	5	d_clsd	4448.94585118
1	0	43	2	4	d_open	4449.29607886
1	0	43	2	5	d_clsd	4450.14661370
1	0	43	2	4	d_open	4450.49683837
1	0	43	2	5	d_clsd	4451.34736264
1	0	43	2	4	d_open	4451.69759727
1	0	43	2	8	pre_tgt	4451.75773579
1	0	43	2	10	tgt_on	4452.51825906
1	0	44	2	2	t_start	4455.16984802
1	0	44	2	11	all_drs_on	4457.19118993
1	0	44	2	5	d_clsd	4457.20109820
1	0	44	2	4	d_open	4458.22168996
1	0	44	2	8	pre_tgt	4458.29179140
1	0	44	2	10	tgt_on	4459.05237504
1	0	45	2	2	t_start	4461.69397664
1	0	45	2	11	all_drs_on	4463.72525610
1	0	45	2	5	d_clsd	4463.73521298
1	0	45	2	4	d_open	4464.08540202
1	0	45	2	5	d_clsd	4464.98594131
1	0	45	2	4	d_open	4465.41621162
1	0	45	2	5	d_clsd	4466.26676578
1	0	45	2	4	d_open	4466.61695181
1	0	45	2	5	d_clsd	4467.46754068
1	0	45	2	4	d_open	4467.81773184
1	0	45	2	5	d_clsd	4468.66827332
1	0	45	2	4	d_open	4469.01852817
1	0	45	2	5	d_clsd	4469.86899630
1	0	45	2	4	d_open	4470.21920225
1	0	45	2	5	d_clsd	4471.06977573
1	0	45	2	4	d_open	4471.42000069
1	0	45	2	5	d_clsd	4472.27050142
1	0	45	2	4	d_open	4472.62080125
1	0	45	2	5	d_clsd	4473.47129323
1	0	45	2	4	d_open	4473.82150310
1	0	45	2	5	d_clsd	4474.67204277
1	0	45	2	4	d_open	4475.02225778
1	0	45	2	8	pre_tgt	4475.09232752
1	0	45	2	10	tgt_on	4475.85291146
1	0	46	1	1	t_start	4605.88459029
1	0	46	1	11	all_drs_on	4608.99652578
1	0	46	1	5	d_clsd	4609.00655450
1	0	46	1	4	d_open	4609.58682911
1	0	46	1	5	d_clsd	4610.43738629
1	0	46	1	4	d_open	4610.87767838
1	0	46	1	5	d_clsd	4611.72819058
1	0	46	1	4	d_open	4612.15849470
1	0	46	1	7	pre_tgt	4612.22866376
1	0	46	1	9	tgt_on	4612.98909072
1	0	47	2	2	t_start	4615.62072035
1	0	47	2	11	all_drs_on	4617.64200098
1	0	47	2	5	d_clsd	4617.65198713
1	0	47	2	4	d_open	4618.24224911
1	0	47	2	5	d_clsd	4619.11286524
1	0	47	2	4	d_open	4619.66326107
1	0	47	2	5	d_clsd	4620.51373433
1	0	47	2	4	d_open	4620.86395205
1	0	47	2	5	d_clsd	4621.71448659
1	0	47	2	4	d_open	4622.06471910
1	0	47	2	5	d_clsd	4622.91521349
1	0	47	2	4	d_open	4624.09603026
1	0	47	2	5	d_clsd	4624.94649386
1	0	47	2	4	d_open	4625.29674539
1	0	47	2	5	d_clsd	4626.14730226
1	0	47	2	4	d_open	4626.49747229
1	0	47	2	5	d_clsd	4627.34801045
1	0	47	2	4	d_open	4627.69822395
1	0	47	2	5	d_clsd	4628.54875818
1	0	47	2	4	d_open	4628.89900821
1	0	47	2	5	d_clsd	4629.74957716
1	0	47	2	4	d_open	4630.09974990
1	0	47	2	5	d_clsd	4630.95024821
1	0	47	2	4	d_open	4631.30051242
1	0	47	2	5	d_clsd	4632.15101858
1	0	47	2	4	d_open	4632.50121880
1	0	47	2	5	d_clsd	4633.35178956
1	0	47	2	4	d_open	4633.70200819
1	0	47	2	5	d_clsd	4634.55252461
1	0	47	2	4	d_open	4634.90274536
1	0	47	2	5	d_clsd	4635.75328170
1	0	47	2	4	d_open	4636.10350637
1	0	47	2	8	pre_tgt	4636.16359388
1	0	47	2	10	tgt_on	4636.92417088
1	0	48	2	2	t_start	4639.56574833
1	0	48	2	11	all_drs_on	4641.58703318
1	0	48	2	5	d_clsd	4641.59704167
1	0	48	2	4	d_open	4642.59759198
1	0	48	2	5	d_clsd	4643.44813346
1	0	48	2	4	d_open	4643.79832432
1	0	48	2	5	d_clsd	4644.76894121
1	0	48	2	4	d_open	4645.11916859
1	0	48	2	5	d_clsd	4645.96969618
1	0	48	2	4	d_open	4646.31988825
1	0	48	2	5	d_clsd	4647.17045508
1	0	48	2	4	d_open	4647.52068669
1	0	48	2	8	pre_tgt	4647.58087141
1	0	48	2	10	tgt_on	4648.34129445
1	0	49	1	1	t_start	4650.99292145
1	0	49	1	11	all_drs_on	4655.85598963
1	0	49	1	5	d_clsd	4655.86604159
1	0	49	1	4	d_open	4656.44629357
1	0	49	1	5	d_clsd	4657.28685553
1	0	49	1	4	d_open	4657.80718722
1	0	49	1	5	d_clsd	4658.72774864
1	0	49	1	4	d_open	4659.07795036
1	0	49	1	5	d_clsd	4659.92846890
1	0	49	1	4	d_open	4660.27874881
1	0	49	1	5	d_clsd	4661.12923233
1	0	49	1	4	d_open	4661.47944341
1	0	49	1	5	d_clsd	4662.33000663
1	0	49	1	4	d_open	4662.68023824
1	0	49	1	5	d_clsd	4663.53076824
1	0	49	1	4	d_open	4663.88099200
1	0	49	1	5	d_clsd	4664.73151145
1	0	49	1	4	d_open	4665.08173430
1	0	49	1	5	d_clsd	4665.93228786
1	0	49	1	4	d_open	4666.28249049
1	0	49	1	5	d_clsd	4667.13303348
1	0	49	1	4	d_open	4667.48333814
1	0	49	1	5	d_clsd	4668.33379298
1	0	49	1	4	d_open	4668.68404210
1	0	49	1	7	pre_tgt	4668.75402219
1	0	49	1	9	tgt_on	4669.51460190
1	0	50	2	2	t_start	4672.53648113
1	0	50	2	11	all_drs_on	4674.54772307
1	0	50	2	5	d_clsd	4674.55769444
1	0	50	2	4	d_open	4675.06796692
1	0	50	2	5	d_clsd	4675.91849814
1	0	50	2	4	d_open	4676.67904615
1	0	50	2	5	d_clsd	4677.52953420
1	0	50	2	4	d_open	4678.35006558
1	0	50	2	5	d_clsd	4679.20060706
1	0	50	2	4	d_open	4679.70091995
1	0	50	2	5	d_clsd	4680.55146384
1	0	50	2	4	d_open	4680.90167976
1	0	50	2	5	d_clsd	4681.75224720
1	0	50	2	4	d_open	4682.10240817
1	0	50	2	5	d_clsd	4682.95296595
1	0	50	2	4	d_open	4683.67339334
1	0	50	2	5	d_clsd	4684.52392274
1	0	50	2	4	d_open	4684.87418061
1	0	50	2	5	d_clsd	4685.72476737
1	0	50	2	4	d_open	4686.06487970
1	0	50	2	5	d_clsd	4686.91541484
1	0	50	2	4	d_open	4687.26564765
1	0	50	2	5	d_clsd	4688.11620423
1	0	50	2	4	d_open	4688.46641531
1	0	50	2	5	d_clsd	4689.31695347
1	0	50	2	4	d_open	4689.66715731
1	0	50	2	5	d_clsd	4690.51768520
1	0	50	2	4	d_open	4690.86789779
1	0	50	2	5	d_clsd	4691.71845708
1	0	50	2	4	d_open	4692.06867511
1	0	50	2	8	pre_tgt	4692.13877263
1	0	50	2	10	tgt_on	4692.89933121
1	0	51	2	2	t_start	4695.85109239
1	0	51	2	11	all_drs_on	4699.14316423
1	0	51	2	5	d_clsd	4699.15317031
1	0	51	2	4	d_open	4699.74354761
1	0	51	2	5	d_clsd	4700.61407740
1	0	51	2	4	d_open	4700.95431259
1	0	51	2	5	d_clsd	4701.80485165
1	0	51	2	4	d_open	4702.15505157
1	0	51	2	5	d_clsd	4703.22573169
1	0	51	2	4	d_open	4703.57595395
1	0	51	2	5	d_clsd	4704.42643988
1	0	51	2	4	d_open	4704.77666727
1	0	51	2	5	d_clsd	4705.62721418
1	0	51	2	4	d_open	4705.97742224
1	0	51	2	5	d_clsd	4706.82797097
1	0	51	2	4	d_open	4707.17816605
1	0	51	2	5	d_clsd	4708.02871145
1	0	51	2	4	d_open	4708.37891620
1	0	51	2	8	pre_tgt	4708.45908379
1	0	51	2	10	tgt_on	4709.21957928
1	0	52	1	1	t_start	4712.05130491
1	0	52	1	11	all_drs_on	4714.06256224
1	0	52	1	5	d_clsd	4714.07255414
1	0	52	1	4	d_open	4714.41268367
1	0	52	1	5	d_clsd	4715.26325986
1	0	52	1	4	d_open	4716.39398796
1	0	52	1	5	d_clsd	4717.24454302
1	0	52	1	4	d_open	4717.59472543
1	0	52	1	5	d_clsd	4718.44524910
1	0	52	1	4	d_open	4718.79543875
1	0	52	1	5	d_clsd	4719.64599924
1	0	52	1	4	d_open	4719.99619161
1	0	52	1	5	d_clsd	4720.84680735
1	0	52	1	4	d_open	4721.23700714
1	0	52	1	5	d_clsd	4722.08753081
1	0	52	1	4	d_open	4722.43777842
1	0	52	1	5	d_clsd	4723.28829605
1	0	52	1	4	d_open	4723.63850834
1	0	52	1	5	d_clsd	4724.48905978
1	0	52	1	4	d_open	4724.83927147
1	0	52	1	5	d_clsd	4725.68986366
1	0	52	1	4	d_open	4726.04001769
1	0	52	1	5	d_clsd	4726.89054830
1	0	52	1	4	d_open	4727.30080011
1	0	52	1	5	d_clsd	4728.15134279
1	0	52	1	4	d_open	4728.50155750
1	0	52	1	5	d_clsd	4729.35210260
1	0	52	1	4	d_open	4729.70232938
1	0	52	1	5	d_clsd	4730.55287176
1	0	52	1	4	d_open	4730.90309251
1	0	52	1	5	d_clsd	4731.75360561
1	0	52	1	4	d_open	4732.10385352
1	0	52	1	7	pre_tgt	4732.17411284
1	0	52	1	9	tgt_on	4732.93456456
1	0	53	1	1	t_start	4736.67678665
1	0	53	1	11	all_drs_on	4740.75932846
1	0	53	1	5	d_clsd	4740.76929771
1	0	53	1	4	d_open	4741.37967932
1	0	53	1	7	pre_tgt	4741.45982760
1	0	53	1	9	tgt_on	4742.22033849
1	0	54	1	1	t_start	4744.85192163
1	0	54	1	11	all_drs_on	4746.87319652
1	0	54	1	5	d_clsd	4746.88324486
1	0	54	1	4	d_open	4747.32350042
1	0	54	1	5	d_clsd	4749.67494676
1	0	54	1	4	d_open	4750.02509384
1	0	54	1	5	d_clsd	4751.71628181
1	0	54	1	4	d_open	4752.06639840
1	0	54	1	5	d_clsd	4752.91693536
1	0	54	1	4	d_open	4753.26719595
1	0	54	1	5	d_clsd	4754.11770180
1	0	54	1	4	d_open	4754.46790987
1	0	54	1	5	d_clsd	4755.31845587
1	0	54	1	4	d_open	4755.66867752
1	0	54	1	5	d_clsd	4756.51919153
1	0	54	1	4	d_open	4756.86945272
1	0	54	1	5	d_clsd	4757.70994797
1	0	54	1	4	d_open	4758.07018476
1	0	54	1	5	d_clsd	4758.92075794
1	0	54	1	4	d_open	4759.27096479
1	0	54	1	5	d_clsd	4760.11144102
1	0	54	1	4	d_open	4760.46167112
1	0	54	1	5	d_clsd	4761.31221079
1	0	54	1	4	d_open	4761.91258994
1	0	54	1	5	d_clsd	4762.76311512
1	0	54	1	4	d_open	4763.11333827
1	0	54	1	5	d_clsd	4763.96383719
1	0	54	1	4	d_open	4764.31409899
1	0	54	1	5	d_clsd	4765.16467367
1	0	54	1	4	d_open	4765.51485608
1	0	54	1	5	d_clsd	4766.36537673
1	0	54	1	4	d_open	4766.80567878
1	0	54	1	5	d_clsd	4767.65618826
1	0	54	1	4	d_open	4768.00640719
1	0	54	1	5	d_clsd	4768.85694625
1	0	54	1	4	d_open	4769.20719265
1	0	54	1	5	d_clsd	4770.05769308
1	0	54	1	4	d_open	4770.40793043
1	0	54	1	5	d_clsd	4771.25844655
1	0	54	1	4	d_open	4771.60867423
1	0	54	1	5	d_clsd	4772.45920967
1	0	54	1	4	d_open	4772.80941170
1	0	54	1	7	pre_tgt	4772.86946299
1	0	54	1	9	tgt_on	4773.63012692
1	0	55	1	1	t_start	4776.45182503
1	0	55	1	11	all_drs_on	4778.47305373
1	0	55	1	5	d_clsd	4778.48309966
1	0	55	1	4	d_open	4779.09338226
1	0	55	1	5	d_clsd	4780.00396385
1	0	55	1	4	d_open	4780.35416558
1	0	55	1	7	pre_tgt	4780.42436604
1	0	55	1	9	tgt_on	4781.18483164
1	0	56	1	1	t_start	4783.82646464
1	0	56	1	11	all_drs_on	4785.83770778
1	0	56	1	5	d_clsd	4785.84771205
1	0	56	1	4	d_open	4786.44799340
1	0	56	1	7	pre_tgt	4786.50815154
1	0	56	1	9	tgt_on	4787.26868205
1	0	57	1	1	t_start	4789.91021030
1	0	57	1	11	all_drs_on	4791.93153771
1	0	57	1	5	d_clsd	4791.94155617
1	0	57	1	4	d_open	4792.78199406
1	0	57	1	5	d_clsd	4793.63257901
1	0	57	1	4	d_open	4794.18289997
1	0	57	1	7	pre_tgt	4794.26293173
1	0	57	1	9	tgt_on	4795.02350329
1	0	58	2	2	t_start	4797.66514625
1	0	58	2	11	all_drs_on	4801.04727464
1	0	58	2	5	d_clsd	4801.05732510
1	0	58	2	4	d_open	4801.59751470
1	0	58	2	5	d_clsd	4802.44805890
1	0	58	2	4	d_open	4802.89834711
1	0	58	2	5	d_clsd	4803.74888980
1	0	58	2	4	d_open	4804.09907432
1	0	58	2	5	d_clsd	4804.94965232
1	0	58	2	4	d_open	4805.29986069
1	0	58	2	5	d_clsd	4806.15040126
1	0	58	2	4	d_open	4807.12100819
1	0	58	2	5	d_clsd	4807.97157442
1	0	58	2	4	d_open	4808.32180935
1	0	58	2	5	d_clsd	4809.17231098
1	0	58	2	4	d_open	4809.87272137
1	0	58	2	5	d_clsd	4810.72327674
1	0	58	2	4	d_open	4811.07348933
1	0	58	2	5	d_clsd	4811.92402266
1	0	58	2	4	d_open	4812.27424310
1	0	58	2	5	d_clsd	4813.12479846
1	0	58	2	4	d_open	4813.47502494
1	0	58	2	5	d_clsd	4814.32551661
1	0	58	2	4	d_open	4814.67581011
1	0	58	2	5	d_clsd	4815.52629272
1	0	58	2	4	d_open	4815.87650773
1	0	58	2	5	d_clsd	4816.72704740
1	0	58	2	4	d_open	4817.07726633
1	0	58	2	5	d_clsd	4817.92780418
1	0	58	2	4	d_open	4818.26802941
1	0	58	2	5	d_clsd	4819.11855519
1	0	58	2	4	d_open	4819.46876688
1	0	58	2	5	d_clsd	4820.31930413
1	0	58	2	4	d_open	4820.66953634
1	0	58	2	5	d_clsd	4821.52008054
1	0	58	2	4	d_open	4822.32056685
1	0	58	2	5	d_clsd	4823.17110531
1	0	58	2	4	d_open	4823.52132304
1	0	58	2	5	d_clsd	4824.37181984
1	0	58	2	4	d_open	4824.72208496
1	0	58	2	8	pre_tgt	4824.80227489
1	0	58	2	10	tgt_on	4825.56277974
1	0	59	1	1	t_start	4828.21436146
1	0	59	1	11	all_drs_on	4832.45705583
1	0	59	1	5	d_clsd	4832.46700184
1	0	59	1	4	d_open	4832.81717700
1	0	59	1	5	d_clsd	4833.65774893
1	0	59	1	4	d_open	4834.00797480
1	0	59	1	5	d_clsd	4834.85844232
1	0	59	1	4	d_open	4835.29874347
1	0	59	1	5	d_clsd	4836.47944643
1	0	59	1	4	d_open	4836.82971457
1	0	59	1	7	pre_tgt	4836.89990174
1	0	59	1	9	tgt_on	4837.66044704
1	0	60	2	2	t_start	4840.30197408
1	0	60	2	11	all_drs_on	4842.31321149
1	0	60	2	5	d_clsd	4842.32322210
1	0	60	2	4	d_open	4843.45386507
1	0	60	2	8	pre_tgt	4843.53401335
1	0	60	2	10	tgt_on	4844.29454264
1	0	61	1	1	t_start	4846.93612372
1	0	61	1	11	all_drs_on	4848.95740374
1	0	61	1	5	d_clsd	4848.96737420
1	0	61	1	4	d_open	4849.71781108
1	0	61	1	7	pre_tgt	4849.78796294
1	0	61	1	9	tgt_on	4850.54840922
1	0	62	2	2	t_start	4853.18005787
1	0	62	2	11	all_drs_on	4855.20133245
1	0	62	2	5	d_clsd	4855.21132344
1	0	62	2	4	d_open	4856.10182194
1	0	62	2	8	pre_tgt	4856.16206491
1	0	62	2	10	tgt_on	4856.92247980
1	0	63	1	1	t_start	4859.55406506
1	0	63	1	11	all_drs_on	4861.57535111
1	0	63	1	5	d_clsd	4861.58533214
1	0	63	1	4	d_open	4862.35574798
1	0	63	1	7	pre_tgt	4862.41576516
1	0	63	1	9	tgt_on	4863.17642849
1	0	64	1	1	t_start	4865.81803703
1	0	64	1	11	all_drs_on	4867.83923071
1	0	64	1	5	d_clsd	4867.84928359
1	0	64	1	4	d_open	4868.18941855
1	0	64	1	7	pre_tgt	4868.24953987
1	0	64	1	9	tgt_on	4869.01013800
1	0	65	1	1	t_start	4871.64162545
1	0	65	1	11	all_drs_on	4876.89492632
1	0	65	1	5	d_clsd	4876.90492788
1	0	65	1	4	d_open	4878.09565473
1	0	65	1	5	d_clsd	4878.94616240
1	0	65	1	4	d_open	4879.29641756
1	0	65	1	7	pre_tgt	4879.35657148
1	0	65	1	9	tgt_on	4880.11706546
1	0	66	2	2	t_start	4950.93157846
1	0	66	2	11	all_drs_on	4952.94278297
1	0	66	2	5	d_clsd	4952.95277728
1	0	66	2	4	d_open	4953.64314838
1	0	66	2	5	d_clsd	4954.71388556
1	0	66	2	4	d_open	4955.56437542
1	0	66	2	5	d_clsd	4956.41489879
1	0	66	2	4	d_open	4957.24544441
1	0	66	2	5	d_clsd	4958.09597139
1	0	66	2	4	d_open	4958.62627566
1	0	66	2	5	d_clsd	4960.09727276
1	0	66	2	4	d_open	4960.44744792
1	0	66	2	5	d_clsd	4961.29797792
1	0	66	2	4	d_open	4961.86832886
1	0	66	2	5	d_clsd	4962.71886853
1	0	66	2	4	d_open	4964.90031017
1	0	66	2	5	d_clsd	4965.75079762
1	0	66	2	4	d_open	4966.10099783
1	0	66	2	5	d_clsd	4966.95163500
1	0	66	2	4	d_open	4967.51188719
1	0	66	2	8	pre_tgt	4967.58216884
1	0	66	2	10	tgt_on	4968.34252879
1	0	67	2	2	t_start	4970.98413311
1	0	67	2	11	all_drs_on	4973.00544604
1	0	67	2	5	d_clsd	4973.01540020
1	0	67	2	4	d_open	4973.63577762
1	0	67	2	5	d_clsd	4974.68639608
1	0	67	2	4	d_open	4975.03662920
1	0	67	2	5	d_clsd	4975.88720751
1	0	67	2	4	d_open	4976.23737089
1	0	67	2	5	d_clsd	4977.08789819
1	0	67	2	4	d_open	4977.43814006
1	0	67	2	5	d_clsd	4978.75900576
1	0	67	2	4	d_open	4979.43939010
1	0	67	2	5	d_clsd	4980.28996871
1	0	67	2	4	d_open	4982.10106937
1	0	67	2	5	d_clsd	4982.95160089
1	0	67	2	4	d_open	4983.62200149
1	0	67	2	5	d_clsd	4984.47255051
1	0	67	2	4	d_open	4984.95287207
1	0	67	2	5	d_clsd	4985.80339785
1	0	67	2	4	d_open	4986.32374826
1	0	67	2	5	d_clsd	4987.17426649
1	0	67	2	4	d_open	4990.72650071
1	0	67	2	5	d_clsd	4991.57701985
1	0	67	2	4	d_open	4991.92727470
1	0	67	2	5	d_clsd	4992.77779143
1	0	67	2	4	d_open	4993.12801519
1	0	67	2	5	d_clsd	4993.97853252
1	0	67	2	4	d_open	4994.78900529
1	0	67	2	5	d_clsd	4995.63957485
1	0	67	2	4	d_open	4995.98981400
1	0	67	2	5	d_clsd	4996.84031141
1	0	67	2	4	d_open	4997.19059826
1	0	67	2	5	d_clsd	4998.04109416
1	0	67	2	4	d_open	4998.48135455
1	0	67	2	8	pre_tgt	4998.54145323
1	0	67	2	10	tgt_on	4999.30197197
1	0	68	1	1	t_start	5007.75725129
1	0	68	1	11	all_drs_on	5009.77851682
1	0	68	1	5	d_clsd	5009.78853890
1	0	68	1	4	d_open	5010.32882964
1	0	68	1	5	d_clsd	5011.17936025
1	0	68	1	4	d_open	5011.52957193
1	0	68	1	7	pre_tgt	5011.59981827
1	0	68	1	9	tgt_on	5012.36023256
1	0	69	2	2	t_start	5018.05376545
1	0	69	2	11	all_drs_on	5021.68601301
1	0	69	2	5	d_clsd	5021.69601245
1	0	69	2	4	d_open	5022.03618002
1	0	69	2	5	d_clsd	5022.88671486
1	0	69	2	4	d_open	5023.60720594
1	0	69	2	5	d_clsd	5024.45770425
1	0	69	2	4	d_open	5024.80795759
1	0	69	2	5	d_clsd	5025.65853590
1	0	69	2	4	d_open	5026.96926541
1	0	69	2	5	d_clsd	5027.81981474
1	0	69	2	4	d_open	5028.17004756
1	0	69	2	5	d_clsd	5029.02062375
1	0	69	2	4	d_open	5029.37079016
1	0	69	2	5	d_clsd	5030.22133677
1	0	69	2	4	d_open	5030.57153185
1	0	69	2	5	d_clsd	5031.42208994
1	0	69	2	4	d_open	5031.77230615
1	0	69	2	5	d_clsd	5032.62286031
1	0	69	2	4	d_open	5032.97304181
1	0	69	2	5	d_clsd	5033.82358570
1	0	69	2	4	d_open	5034.17380705
1	0	69	2	5	d_clsd	5035.02435336
1	0	69	2	4	d_open	5035.37456685
1	0	69	2	5	d_clsd	5036.22510803
1	0	69	2	4	d_open	5036.57533451
1	0	69	2	5	d_clsd	5037.42587327
1	0	69	2	4	d_open	5037.77607379
1	0	69	2	5	d_clsd	5038.62659867
1	0	69	2	4	d_open	5038.97683118
1	0	69	2	5	d_clsd	5039.82734308
1	0	69	2	4	d_open	5040.17760125
1	0	69	2	5	d_clsd	5041.02812190
1	0	69	2	4	d_open	5041.37831397
1	0	69	2	5	d_clsd	5042.22891189
1	0	69	2	4	d_open	5042.57911724
1	0	69	2	5	d_clsd	5043.60976127
1	0	69	2	4	d_open	5045.46091645
1	0	69	2	8	pre_tgt	5045.54114804
1	0	69	2	10	tgt_on	5046.30165440
1	0	70	2	2	t_start	5055.36718583
1	0	70	2	11	all_drs_on	5058.79929423
1	0	70	2	5	d_clsd	5058.80935465
1	0	70	2	4	d_open	5059.14955633
1	0	70	2	5	d_clsd	5061.22084201
1	0	70	2	4	d_open	5061.57104373
1	0	70	2	5	d_clsd	5062.42155170
1	0	70	2	4	d_open	5062.77181108
1	0	70	2	5	d_clsd	5063.62237007
1	0	70	2	4	d_open	5063.97257331
1	0	70	2	5	d_clsd	5065.17331258
1	0	70	2	4	d_open	5065.72368034
1	0	70	2	5	d_clsd	5066.75431138
1	0	70	2	4	d_open	5068.43542806
1	0	70	2	5	d_clsd	5069.28590856
1	0	70	2	4	d_open	5069.63617156
1	0	70	2	5	d_clsd	5070.52673405
1	0	70	2	4	d_open	5070.87692552
1	0	70	2	8	pre_tgt	5070.93704291
