sub	sess	t	cond	onset	open_d	door	door_p	tgt_door	depress_dur	x	y
1	1	2	3	3.813	1	10	0.063	5	0.870	1011.962	460.734
1	1	2	3	3.833	0	10	0.063	5	0.019	1013.847	460.737
1	1	2	3	3.853	0	10	0.063	5	0.039	1012.836	457.768
1	1	2	3	3.863	0	9	0.063	5	0.049	1014.343	435.463
1	1	2	3	3.883	0	9	0.063	5	0.069	1014.831	438.582
1	1	2	3	3.893	0	9	0.063	5	0.079	1014.237	424.623
1	1	2	3	3.913	0	9	0.063	5	0.099	1014.286	420.869
1	1	2	3	3.933	0	9	0.063	5	0.119	1014.348	417.929
1	1	2	3	3.953	0	9	0.063	5	0.139	1013.544	413.239
1	1	2	3	3.963	0	9	0.063	5	0.149	1013.393	410.602
1	1	2	3	3.983	0	9	0.063	5	0.169	1014.253	405.811
1	1	2	3	3.993	0	9	0.063	5	0.179	1013.460	407.387
1	1	2	3	4.013	0	9	0.063	5	0.199	1011.921	402.187
1	1	2	3	4.033	0	9	0.063	5	0.219	1010.581	402.250
1	1	2	3	4.043	0	9	0.063	5	0.229	1009.734	403.042
1	1	2	3	4.063	0	9	0.063	5	0.249	1008.686	400.970
1	1	2	3	4.083	0	9	0.063	5	0.269	1009.339	399.941
1	1	2	3	4.093	0	9	0.063	5	0.280	1009.247	399.939
1	1	2	3	4.113	0	9	0.063	5	0.299	1008.714	398.378
1	1	2	3	4.133	0	9	0.063	5	0.319	1009.630	397.774
1	1	2	3	4.143	0	9	0.063	5	0.329	1010.053	398.389
1	1	2	3	4.163	0	9	0.063	5	0.349	1009.670	399.685
1	1	2	3	4.183	1	9	0.063	5	0.020	1008.328	398.731
1	1	2	3	4.193	1	9	0.063	5	0.030	1008.524	399.604
1	1	2	3	4.213	1	9	0.063	5	0.050	1008.758	398.697
1	1	2	3	4.233	1	9	0.063	5	0.070	1009.670	397.596
1	1	2	3	4.243	1	9	0.063	5	0.080	1010.660	397.341
1	1	2	3	4.263	1	9	0.063	5	0.100	1011.014	397.230
1	1	2	3	4.283	1	9	0.063	5	0.120	1011.438	397.420
1	1	2	3	4.293	1	9	0.063	5	0.130	1012.642	398.086
1	1	2	3	4.313	1	9	0.063	5	0.150	1012.163	398.277
1	1	2	3	4.333	1	9	0.063	5	0.170	1011.736	397.502
1	1	2	3	4.343	1	9	0.063	5	0.180	1011.492	396.044
1	1	2	3	4.363	1	9	0.063	5	0.200	1012.463	395.564
1	1	2	3	4.383	1	9	0.063	5	0.220	1013.195	396.136
1	1	2	3	4.393	1	9	0.063	5	0.230	1012.767	397.908
1	1	2	3	4.413	1	9	0.063	5	0.250	1011.562	397.943
1	1	2	3	4.433	1	9	0.063	5	0.270	1011.689	398.355
1	1	2	3	4.443	1	9	0.063	5	0.280	1048.197	397.426
1	1	2	3	4.463	1	9	0.063	5	0.300	1041.028	397.995
1	1	2	3	4.483	0	0	0.000	5	0.320	1054.959	397.282
1	1	2	3	4.493	1	13	0.063	5	0.330	1062.804	397.434
1	1	2	3	4.513	1	13	0.063	5	0.350	1067.990	397.183
1	1	2	3	4.533	1	13	0.063	5	0.370	1067.238	395.850
1	1	2	3	4.543	1	13	0.063	5	0.380	1067.640	394.120
1	1	2	3	4.563	1	13	0.063	5	0.400	1071.278	391.559
1	1	2	3	4.583	1	13	0.063	5	0.420	1073.312	390.300
1	1	2	3	4.603	1	13	0.063	5	0.440	1073.987	390.118
1	1	2	3	4.613	1	13	0.063	5	0.450	1074.850	388.470
1	1	2	3	4.633	1	13	0.063	5	0.470	1076.506	386.194
1	1	2	3	4.643	1	13	0.063	5	0.480	1078.063	384.737
1	1	2	3	4.663	1	13	0.063	5	0.500	1078.953	382.432
1	1	2	3	4.683	1	13	0.063	5	0.520	1079.500	382.855
1	1	2	3	4.704	1	13	0.063	5	0.540	1079.011	382.640
1	1	2	3	4.713	1	13	0.063	5	0.550	1079.192	384.273
1	1	2	3	4.733	1	13	0.063	5	0.570	1079.913	384.189
1	1	2	3	4.743	1	13	0.063	5	0.580	1079.947	385.603
1	1	2	3	4.764	1	13	0.063	5	0.600	1080.516	386.034
1	1	2	3	4.784	1	13	0.063	5	0.620	1080.341	387.423
1	1	2	3	4.804	1	13	0.063	5	0.640	1080.897	387.440
1	1	2	3	4.814	1	13	0.063	5	0.650	1080.005	389.303
1	1	2	3	4.834	1	13	0.063	5	0.670	1079.410	390.543
1	1	2	3	4.844	1	13	0.063	5	0.680	1078.457	392.211
1	1	2	3	4.864	1	13	0.063	5	0.700	1078.181	393.884
1	1	2	3	4.884	1	13	0.063	5	0.720	1078.163	394.154
1	1	2	3	4.904	1	13	0.063	5	0.740	1077.650	395.373
1	1	2	3	4.914	1	13	0.063	5	0.750	1077.348	395.497
1	1	2	3	4.934	1	13	0.063	5	0.770	1077.062	396.135
1	1	2	3	4.944	1	13	0.063	5	0.780	1075.999	396.740
1	1	2	3	4.964	1	13	0.063	5	0.800	1075.594	396.973
1	1	2	3	4.984	1	13	0.063	5	0.820	1075.359	396.507
1	1	2	3	5.014	1	15	0.063	5	0.850	1077.423	587.143
1	1	2	3	5.034	1	15	0.063	5	0.870	1080.236	579.344
1	1	2	3	5.054	0	15	0.063	5	0.019	1080.857	580.984
1	1	2	3	5.064	0	15	0.063	5	0.029	1082.430	585.422
1	1	2	3	5.084	0	15	0.063	5	0.049	1084.877	586.093
1	1	2	3	5.104	0	15	0.063	5	0.069	1087.553	590.692
1	1	2	3	5.114	0	15	0.063	5	0.079	1087.688	589.021
1	1	2	3	5.134	0	15	0.063	5	0.099	1089.572	592.288
1	1	2	3	5.144	0	15	0.063	5	0.109	1089.737	592.870
1	1	2	3	5.164	0	15	0.063	5	0.129	1091.046	593.533
1	1	2	3	5.184	0	15	0.063	5	0.149	1092.641	594.620
1	1	2	3	5.194	0	15	0.063	5	0.159	1092.407	595.956
1	1	2	3	5.214	0	15	0.063	5	0.179	1091.855	598.187
1	1	2	3	5.234	0	15	0.063	5	0.199	1091.463	599.977
1	1	2	3	5.244	0	15	0.063	5	0.209	1091.830	601.220
1	1	2	3	5.264	0	15	0.063	5	0.229	1091.968	600.900
1	1	2	3	5.284	0	15	0.063	5	0.249	1092.470	600.304
1	1	2	3	5.294	0	15	0.063	5	0.259	1093.235	601.302
1	1	2	3	5.314	0	15	0.063	5	0.279	1093.558	600.320
1	1	2	3	5.334	0	15	0.063	5	0.299	1094.308	599.622
1	1	2	3	5.344	0	15	0.063	5	0.309	1094.233	597.170
1	1	2	3	5.364	0	15	0.063	5	0.329	1094.188	596.220
1	1	2	3	5.384	0	15	0.063	5	0.349	1094.001	594.625
1	1	2	3	5.404	1	15	0.063	5	0.020	1095.475	594.023
1	1	2	3	5.414	1	15	0.063	5	0.030	1095.969	592.733
1	1	2	3	5.434	1	15	0.063	5	0.050	1095.680	591.029
1	1	2	3	5.444	1	15	0.063	5	0.060	1096.476	590.698
1	1	2	3	5.464	1	15	0.063	5	0.080	1096.255	586.959
1	1	2	3	5.484	1	15	0.063	5	0.100	1095.633	588.670
1	1	2	3	5.494	1	15	0.063	5	0.110	1096.516	587.718
1	1	2	3	5.514	1	15	0.063	5	0.130	1096.732	588.405
1	1	2	3	5.534	1	15	0.063	5	0.150	1096.789	588.711
1	1	2	3	5.544	1	15	0.063	5	0.160	1097.297	590.812
1	1	2	3	5.564	1	15	0.063	5	0.180	1097.804	591.385
1	1	2	3	5.584	1	15	0.063	5	0.200	1096.686	593.486
1	1	2	3	5.594	1	15	0.063	5	0.210	1097.253	593.900
1	1	2	3	5.614	1	15	0.063	5	0.230	1097.730	597.460
1	1	2	3	5.634	1	15	0.063	5	0.250	1097.975	599.361
1	1	2	3	5.644	1	15	0.063	5	0.260	1097.714	600.541
1	1	2	3	5.664	1	15	0.063	5	0.280	1097.591	601.909
1	1	2	3	5.684	1	15	0.063	5	0.300	1097.703	603.857
1	1	2	3	5.694	1	15	0.063	5	0.310	1097.992	604.701
1	1	2	3	5.714	1	15	0.063	5	0.330	1097.963	606.130
1	1	2	3	5.734	1	15	0.063	5	0.350	1097.368	605.713
1	1	2	3	5.754	1	15	0.063	5	0.370	1097.281	607.232
1	1	2	3	5.764	1	15	0.063	5	0.380	1097.638	607.117
1	1	2	3	5.784	1	15	0.063	5	0.400	1096.726	607.466
1	1	2	3	5.794	1	15	0.063	5	0.410	1101.782	622.954
1	1	2	3	5.814	1	16	0.063	5	0.430	1100.027	653.439
1	1	2	3	5.834	1	16	0.063	5	0.450	1101.845	651.686
1	1	2	3	5.854	1	16	0.063	5	0.470	1103.107	658.142
1	1	2	3	5.864	1	16	0.063	5	0.480	1104.123	664.515
1	1	2	3	5.884	1	16	0.063	5	0.500	1110.287	666.843
1	1	2	3	5.894	1	16	0.063	5	0.510	1109.297	669.716
1	1	2	3	5.914	1	16	0.063	5	0.530	1117.624	669.713
1	1	2	3	5.934	1	16	0.063	5	0.550	1121.135	671.962
1	1	2	3	5.954	1	16	0.063	5	0.570	1124.482	670.229
1	1	2	3	5.964	1	16	0.063	5	0.580	1120.552	672.290
1	1	2	3	5.984	1	16	0.063	5	0.600	1119.856	673.347
1	1	2	3	5.994	1	16	0.063	5	0.610	1119.139	673.433
1	1	2	3	6.014	1	16	0.063	5	0.630	1121.608	675.732
1	1	2	3	6.034	1	16	0.063	5	0.650	1141.397	680.321
1	1	2	3	6.044	0	0	0.000	5	0.660	0.000	0.000
1	1	2	3	6.064	0	0	0.000	5	0.680	0.000	0.000
1	1	2	3	6.084	0	0	0.000	5	0.700	0.000	0.000
1	1	2	3	6.094	0	0	0.000	5	0.710	0.000	0.000
1	1	2	3	6.114	0	0	0.000	5	0.730	0.000	0.000
1	1	2	3	6.134	0	0	0.000	5	0.750	0.000	0.000
1	1	2	3	6.145	0	0	0.000	5	0.761	0.000	0.000
1	1	2	3	6.164	0	0	0.000	5	0.780	1063.994	653.687
1	1	2	3	6.184	1	11	0.063	5	0.800	1029.613	625.346
1	1	2	3	6.194	1	16	0.063	5	0.810	1095.524	658.667
1	1	2	3	6.214	1	16	0.063	5	0.830	1099.440	647.109
1	1	2	3	6.234	1	16	0.063	5	0.850	1097.346	661.833
1	1	2	3	6.254	0	16	0.063	5	0.019	1099.956	661.100
1	1	2	3	6.264	0	16	0.063	5	0.029	1102.746	666.431
1	1	2	3	6.284	0	16	0.063	5	0.049	1103.871	665.464
1	1	2	3	6.294	0	16	0.063	5	0.059	1102.555	668.879
1	1	2	3	6.314	0	16	0.063	5	0.079	1102.665	667.866
1	1	2	3	6.334	0	16	0.063	5	0.099	1102.938	664.532
1	1	2	3	6.344	0	16	0.063	5	0.109	1104.017	666.084
1	1	2	3	6.365	0	16	0.063	5	0.129	1102.858	668.438
1	1	2	3	6.385	0	16	0.063	5	0.149	1102.805	668.674
1	1	2	3	6.395	0	16	0.063	5	0.159	1101.976	668.839
1	1	2	3	6.415	0	16	0.063	5	0.179	1100.790	668.678
1	1	2	3	6.435	0	16	0.063	5	0.199	1099.384	669.927
1	1	2	3	6.445	0	16	0.063	5	0.209	1097.298	669.803
1	1	2	3	6.465	0	16	0.063	5	0.229	1096.176	669.358
1	1	2	3	6.485	0	16	0.063	5	0.250	1096.313	670.168
1	1	2	3	6.495	0	16	0.063	5	0.260	1096.229	670.769
1	1	2	3	6.515	0	16	0.063	5	0.280	1095.224	671.453
1	1	2	3	6.535	0	16	0.063	5	0.300	1094.367	672.546
1	1	2	3	6.545	0	16	0.063	5	0.310	1094.535	673.102
1	1	2	3	6.565	0	16	0.063	5	0.330	1094.514	674.424
1	1	2	3	6.585	0	16	0.063	5	0.350	1095.924	674.408
1	1	2	3	6.605	1	16	0.063	5	0.020	1096.566	674.059
1	1	2	3	6.615	1	16	0.063	5	0.030	1098.351	674.924
1	1	2	3	6.635	1	16	0.063	5	0.050	1098.936	675.784
1	1	2	3	6.645	1	16	0.063	5	0.060	1101.802	675.182
1	1	2	3	6.665	1	16	0.063	5	0.080	1101.299	676.436
1	1	2	3	6.685	1	16	0.063	5	0.100	1101.706	677.058
1	1	2	3	6.705	1	16	0.063	5	0.120	1101.253	678.563
1	1	2	3	6.715	1	16	0.063	5	0.130	1100.914	678.301
1	1	2	3	6.735	1	16	0.063	5	0.150	1099.932	679.683
1	1	2	3	6.745	1	16	0.063	5	0.160	1099.062	677.124
1	1	2	3	6.765	1	16	0.063	5	0.180	1098.129	678.261
1	1	2	3	6.785	1	16	0.063	5	0.200	1097.611	677.655
1	1	2	3	6.795	1	16	0.063	5	0.210	1097.392	676.943
1	1	2	3	6.815	1	16	0.063	5	0.230	1096.655	675.904
1	1	2	3	6.835	1	16	0.063	5	0.250	1095.861	676.825
1	1	2	3	6.845	1	16	0.063	5	0.260	1095.738	675.355
1	1	2	3	6.865	1	16	0.063	5	0.280	1095.235	673.766
1	1	2	3	6.885	1	16	0.063	5	0.300	1094.968	672.708
1	1	2	3	6.895	1	16	0.063	5	0.310	1095.201	672.950
1	1	2	3	6.915	1	16	0.063	5	0.330	1095.186	672.623
1	1	2	3	6.935	1	16	0.063	5	0.350	1095.600	671.834
1	1	2	3	6.945	1	16	0.063	5	0.360	1095.275	671.512
1	1	2	3	6.965	1	12	0.063	5	0.380	1018.169	670.301
1	1	2	3	6.985	1	12	0.063	5	0.400	1028.413	670.014
1	1	2	3	6.995	1	12	0.063	5	0.410	1020.293	670.166
1	1	2	3	7.015	1	12	0.063	5	0.430	1021.760	668.969
1	1	2	3	7.035	1	12	0.063	5	0.450	1016.508	671.369
1	1	2	3	7.045	1	12	0.063	5	0.460	1015.575	670.586
1	1	2	3	7.065	1	12	0.063	5	0.480	1014.628	671.524
1	1	2	3	7.085	1	12	0.063	5	0.500	1014.424	671.116
1	1	2	3	7.095	1	12	0.063	5	0.510	1015.573	668.823
1	1	2	3	7.115	1	12	0.063	5	0.530	1014.640	670.767
1	1	2	3	7.135	1	12	0.063	5	0.550	1014.970	671.089
1	1	2	3	7.145	1	12	0.063	5	0.560	1015.997	672.342
1	1	2	3	7.165	1	12	0.063	5	0.580	1016.310	672.548
1	1	2	3	7.185	1	12	0.063	5	0.600	1015.177	672.146
1	1	2	3	7.195	1	12	0.063	5	0.610	1014.774	672.835
1	1	2	3	7.215	1	12	0.063	5	0.630	1014.173	672.485
1	1	2	3	7.235	1	12	0.063	5	0.650	1014.617	675.401
1	1	2	3	7.255	1	12	0.063	5	0.670	1011.209	671.802
1	1	2	3	7.265	1	12	0.063	5	0.680	1002.792	667.930
1	1	2	3	7.285	1	12	0.063	5	0.700	1003.171	665.879
1	1	2	3	7.295	1	12	0.063	5	0.710	992.569	660.636
1	1	2	3	7.315	1	12	0.063	5	0.730	996.963	655.593
1	1	2	3	7.335	1	12	0.063	5	0.750	989.795	654.315
1	1	2	3	7.345	1	12	0.063	5	0.760	988.484	652.874
1	1	2	3	7.365	1	12	0.063	5	0.780	985.656	651.222
1	1	2	3	7.385	1	12	0.063	5	0.800	984.463	652.579
1	1	2	3	7.395	1	12	0.063	5	0.810	981.999	649.133
1	1	2	3	7.415	1	12	0.063	5	0.830	981.256	647.892
1	1	2	3	7.435	1	12	0.063	5	0.850	980.469	648.733
1	1	2	3	7.455	0	12	0.063	5	0.019	980.961	648.755
1	1	2	3	7.465	0	12	0.063	5	0.029	980.292	650.082
1	1	2	3	7.485	0	12	0.063	5	0.049	980.087	650.513
1	1	2	3	7.495	0	12	0.063	5	0.059	979.717	651.590
1	1	2	3	7.515	0	12	0.063	5	0.079	980.718	651.149
1	1	2	3	7.535	0	12	0.063	5	0.099	980.512	651.180
1	1	2	3	7.545	0	12	0.063	5	0.109	982.130	653.300
1	1	2	3	7.565	0	12	0.063	5	0.129	982.719	652.104
1	1	2	3	7.585	0	12	0.063	5	0.149	983.057	652.553
1	1	2	3	7.595	0	12	0.063	5	0.159	981.613	653.095
1	1	2	3	7.615	0	12	0.063	5	0.180	980.964	651.949
1	1	2	3	7.635	0	12	0.063	5	0.199	982.254	651.481
1	1	2	3	7.645	0	12	0.063	5	0.210	982.853	650.868
1	1	2	3	7.665	0	12	0.063	5	0.230	983.242	651.169
1	1	2	3	7.685	0	12	0.063	5	0.250	984.136	650.488
1	1	2	3	7.695	0	12	0.063	5	0.260	982.889	651.698
1	1	2	3	7.715	0	12	0.063	5	0.280	983.012	651.558
1	1	2	3	7.735	0	12	0.063	5	0.300	982.030	650.536
1	1	2	3	7.745	0	12	0.063	5	0.310	981.576	650.803
1	1	2	3	7.765	0	12	0.063	5	0.330	980.784	650.978
1	1	2	3	7.785	0	12	0.063	5	0.350	981.361	650.280
1	1	2	3	7.805	1	12	0.063	5	0.020	981.182	650.324
1	1	2	3	7.815	1	12	0.063	5	0.030	980.835	650.297
1	1	2	3	7.835	1	12	0.063	5	0.050	980.094	649.598
1	1	2	3	7.845	1	12	0.063	5	0.060	980.800	649.284
1	1	2	3	7.865	1	12	0.063	5	0.080	980.690	648.653
1	1	2	3	7.885	1	12	0.063	5	0.100	981.180	647.829
1	1	2	3	7.905	1	12	0.063	5	0.120	980.498	646.801
1	1	2	3	7.916	1	12	0.063	5	0.130	981.137	647.681
1	1	2	3	7.935	1	12	0.063	5	0.150	981.349	647.207
1	1	2	3	7.945	1	12	0.063	5	0.160	981.985	646.035
1	1	2	3	7.966	1	12	0.063	5	0.180	982.124	645.850
1	1	2	3	7.986	1	12	0.063	5	0.200	983.134	645.936
1	1	2	3	7.996	1	12	0.063	5	0.210	984.917	645.203
1	1	2	3	8.036	1	11	0.063	5	0.250	992.119	579.260
1	1	2	3	8.046	1	11	0.063	5	0.260	991.718	577.650
1	1	2	3	8.066	1	11	0.063	5	0.280	996.480	575.852
1	1	2	3	8.086	1	11	0.063	5	0.300	997.315	571.961
1	1	2	3	8.096	1	11	0.063	5	0.310	1000.324	566.921
1	1	2	3	8.116	1	11	0.063	5	0.330	1003.711	563.739
1	1	2	3	8.136	1	11	0.063	5	0.350	1006.254	560.955
1	1	2	3	8.146	1	11	0.063	5	0.360	1008.832	564.567
1	1	2	3	8.166	1	11	0.063	5	0.380	1009.991	566.343
1	1	2	3	8.186	1	11	0.063	5	0.400	1010.396	565.053
1	1	2	3	8.196	1	11	0.063	5	0.410	1011.672	565.699
1	1	2	3	8.216	1	11	0.063	5	0.430	1010.959	567.881
1	1	2	3	8.236	1	11	0.063	5	0.450	1012.153	565.804
1	1	2	3	8.256	1	11	0.063	5	0.470	1011.373	567.446
1	1	2	3	8.266	1	11	0.063	5	0.480	1011.489	566.493
1	1	2	3	8.286	1	11	0.063	5	0.500	1012.184	568.105
1	1	2	3	8.296	1	11	0.063	5	0.510	1011.272	569.403
1	1	2	3	8.316	1	11	0.063	5	0.530	1009.782	569.053
1	1	2	3	8.336	1	11	0.063	5	0.550	1008.304	567.830
1	1	2	3	8.346	1	11	0.063	5	0.560	1007.358	566.180
1	1	2	3	8.366	1	11	0.063	5	0.580	1007.115	565.130
1	1	2	3	8.386	1	11	0.063	5	0.600	1007.201	563.420
1	1	2	3	8.396	1	11	0.063	5	0.610	1008.296	561.905
1	1	2	3	8.416	1	11	0.063	5	0.630	1010.333	542.560
1	1	2	3	8.436	1	10	0.063	5	0.650	1011.795	526.736
1	1	2	3	8.446	1	10	0.063	5	0.660	1012.986	526.195
1	1	2	3	8.466	1	10	0.063	5	0.680	1016.143	511.560
1	1	2	3	8.486	1	10	0.063	5	0.700	1019.414	508.177
1	1	2	3	8.496	1	10	0.063	5	0.710	1019.077	504.709
1	1	2	3	8.516	1	10	0.063	5	0.730	1023.133	506.202
1	1	2	3	8.536	1	10	0.063	5	0.750	1023.809	501.839
1	1	2	3	8.546	1	10	0.063	5	0.760	1025.588	503.158
1	1	2	3	8.566	1	10	0.063	5	0.780	1026.006	501.615
1	1	2	3	8.586	1	10	0.063	5	0.800	1025.523	500.204
1	1	2	3	8.596	1	10	0.063	5	0.810	1024.326	498.568
1	1	2	3	8.616	1	10	0.063	5	0.830	1024.579	497.045
1	1	2	3	8.636	1	10	0.063	5	0.850	1024.029	496.243
1	1	2	3	8.646	1	10	0.063	5	0.860	1023.138	496.995
1	1	2	3	8.666	0	10	0.063	5	0.019	1022.031	498.406
1	1	2	3	8.696	0	10	0.063	5	0.049	1020.937	498.842
1	1	2	3	8.716	0	10	0.063	5	0.069	1020.882	499.785
1	1	2	3	8.736	0	10	0.063	5	0.089	1013.948	502.770
1	1	2	3	8.746	0	10	0.063	5	0.099	1012.030	518.117
1	1	2	3	8.766	0	10	0.063	5	0.119	1008.940	521.711
1	1	2	3	8.786	0	10	0.063	5	0.139	1008.068	531.502
1	1	2	3	8.806	0	10	0.063	5	0.159	1004.677	531.452
1	1	2	3	8.816	0	10	0.063	5	0.169	1001.738	536.545
1	1	2	3	8.836	0	10	0.063	5	0.189	999.005	536.398
1	1	2	3	8.846	0	0	0.000	5	0.199	998.656	539.642
1	1	2	3	8.866	0	0	0.000	5	0.219	997.576	541.348
1	1	2	3	8.886	0	0	0.000	5	0.239	996.086	542.786
1	1	2	3	8.906	0	11	0.063	5	0.259	994.272	544.838
1	1	2	3	8.916	0	11	0.063	5	0.269	995.959	546.582
1	1	2	3	8.936	0	11	0.063	5	0.289	996.591	546.783
1	1	2	3	8.946	0	11	0.063	5	0.299	995.541	546.427
1	1	2	3	8.966	0	11	0.063	5	0.319	995.195	545.559
1	1	2	3	8.986	0	11	0.063	5	0.339	995.020	546.631
1	1	2	3	8.996	0	11	0.063	5	0.350	995.946	548.167
1	1	2	3	9.016	0	11	0.063	5	0.370	997.665	550.179
1	1	2	3	9.036	0	11	0.063	5	0.390	997.006	551.388
1	1	2	3	9.046	0	11	0.063	5	0.400	997.114	553.880
1	1	2	3	9.066	0	11	0.063	5	0.420	996.714	554.011
1	1	2	3	9.086	0	11	0.063	5	0.440	996.719	555.009
1	1	2	3	9.096	0	11	0.063	5	0.450	996.437	555.128
1	1	2	3	9.116	0	11	0.063	5	0.470	996.589	555.057
1	1	2	3	9.146	0	11	0.063	5	0.500	997.272	556.467
1	1	2	3	9.166	0	11	0.063	5	0.520	997.076	557.166
1	1	2	3	9.186	1	11	0.063	5	0.020	996.670	556.913
1	1	2	3	9.196	1	11	0.063	5	0.030	995.736	556.106
1	1	2	3	9.216	1	11	0.063	5	0.050	995.544	556.328
1	1	2	3	9.236	1	11	0.063	5	0.070	995.881	555.054
1	1	2	3	9.246	1	11	0.063	5	0.080	995.654	555.324
1	1	2	3	9.266	1	11	0.063	5	0.100	997.327	555.394
1	1	2	3	9.286	1	11	0.063	5	0.120	996.775	555.241
1	1	2	3	9.296	1	11	0.063	5	0.130	996.768	556.107
1	1	2	3	9.316	1	11	0.063	5	0.150	997.157	555.753
1	1	2	3	9.336	1	11	0.063	5	0.170	996.336	556.065
1	1	2	3	9.346	1	11	0.063	5	0.180	997.570	554.545
1	1	2	3	9.366	1	11	0.063	5	0.200	996.292	554.397
1	1	2	3	9.386	1	11	0.063	5	0.220	997.165	554.466
1	1	2	3	9.397	1	11	0.063	5	0.230	996.307	553.148
1	1	2	3	9.416	1	11	0.063	5	0.250	996.693	550.942
1	1	2	3	9.436	1	10	0.063	5	0.270	1003.729	534.714
1	1	2	3	9.446	1	10	0.063	5	0.280	1003.617	524.215
1	1	2	3	9.466	1	10	0.063	5	0.300	1006.929	516.589
1	1	2	3	9.486	1	10	0.063	5	0.320	1009.011	520.327
1	1	2	3	9.496	1	10	0.063	5	0.330	1011.087	514.936
1	1	2	3	9.516	1	10	0.063	5	0.350	1012.494	506.844
1	1	2	3	9.536	1	10	0.063	5	0.370	1015.734	507.838
1	1	2	3	9.547	1	10	0.063	5	0.380	1016.768	506.199
1	1	2	3	9.567	1	10	0.063	5	0.400	1020.248	503.840
1	1	2	3	9.587	1	10	0.063	5	0.420	1020.563	503.398
1	1	2	3	9.597	1	10	0.063	5	0.430	1021.460	502.148
1	1	2	3	9.617	1	10	0.063	5	0.450	1020.719	501.939
1	1	2	3	9.637	1	10	0.063	5	0.470	1019.712	503.019
1	1	2	3	9.647	1	10	0.063	5	0.480	1019.483	503.766
1	1	2	3	9.667	1	10	0.063	5	0.500	1019.219	504.666
1	1	2	3	9.687	1	10	0.063	5	0.520	1019.394	508.201
1	1	2	3	9.697	1	10	0.063	5	0.530	1019.138	509.404
1	1	2	3	9.717	1	10	0.063	5	0.550	1018.296	510.731
1	1	2	3	9.737	1	10	0.063	5	0.570	1019.217	512.511
1	1	2	3	9.747	1	10	0.063	5	0.580	1018.065	513.265
1	1	2	3	9.767	1	10	0.063	5	0.600	1017.598	514.179
1	1	2	3	9.787	1	10	0.063	5	0.620	1017.826	514.307
1	1	2	3	9.797	1	10	0.063	5	0.630	1017.798	514.882
1	1	2	3	9.817	1	10	0.063	5	0.650	1016.618	511.984
1	1	2	3	9.837	1	10	0.063	5	0.670	1016.514	510.607
1	1	2	3	9.847	1	10	0.063	5	0.680	1017.243	513.485
1	1	2	3	9.867	1	10	0.063	5	0.700	980.810	510.160
1	1	2	3	9.887	1	2	0.063	5	0.720	809.976	488.327
1	1	2	3	9.897	0	0	0.000	5	0.730	0.000	0.000
1	1	2	3	9.917	0	0	0.000	5	0.750	0.000	0.000
1	1	2	3	9.937	0	0	0.000	5	0.770	0.000	0.000
1	1	2	3	9.947	0	0	0.000	5	0.780	0.000	0.000
1	1	2	3	9.967	0	0	0.000	5	0.800	0.000	0.000
1	1	2	3	9.997	0	0	0.000	5	0.830	0.000	0.000
1	1	2	3	10.017	0	0	0.000	5	0.850	0.000	0.000
1	1	2	3	10.037	1	10	0.063	5	0.870	982.386	492.610
1	1	2	3	10.057	0	10	0.063	5	0.019	994.409	487.025
1	1	2	3	10.067	0	10	0.063	5	0.029	1003.622	497.181
1	1	2	3	10.087	0	10	0.063	5	0.049	1005.633	498.805
1	1	2	3	10.097	0	10	0.063	5	0.059	1007.020	501.503
1	1	2	3	10.117	0	10	0.063	5	0.079	1008.615	504.847
1	1	2	3	10.137	0	10	0.063	5	0.099	1010.016	504.581
1	1	2	3	10.147	0	10	0.063	5	0.109	1009.007	504.952
1	1	2	3	10.167	0	10	0.063	5	0.129	1008.826	504.934
1	1	2	3	10.187	0	10	0.063	5	0.149	1010.166	505.249
1	1	2	3	10.197	0	10	0.063	5	0.159	1011.010	505.365
1	1	2	3	10.217	0	10	0.063	5	0.179	1013.078	505.185
1	1	2	3	10.237	0	10	0.063	5	0.199	1013.807	506.000
1	1	2	3	10.247	0	10	0.063	5	0.209	1013.376	505.676
1	1	2	3	10.267	0	10	0.063	5	0.229	1013.253	505.369
1	1	2	3	10.287	0	10	0.063	5	0.249	1012.381	506.049
1	1	2	3	10.307	0	10	0.063	5	0.269	1011.151	504.861
1	1	2	3	10.317	0	10	0.063	5	0.279	1010.335	504.646
1	1	2	3	10.337	0	10	0.063	5	0.300	1010.530	503.960
1	1	2	3	10.347	0	10	0.063	5	0.310	1011.993	504.061
1	1	2	3	10.367	0	10	0.063	5	0.330	1011.598	504.039
1	1	2	3	10.387	0	10	0.063	5	0.349	1010.793	503.786
1	1	2	3	10.407	1	10	0.063	5	0.020	1009.937	503.750
1	1	2	3	10.417	1	10	0.063	5	0.030	1010.149	503.826
1	1	2	3	10.437	1	10	0.063	5	0.050	1010.250	505.085
1	1	2	3	10.447	1	10	0.063	5	0.060	1003.365	502.607
1	1	2	3	10.467	1	10	0.063	5	0.080	1007.668	500.161
1	1	2	3	10.487	1	10	0.063	5	0.100	1003.372	499.824
1	1	2	3	10.497	1	10	0.063	5	0.110	1000.311	497.743
1	1	2	3	10.517	1	10	0.063	5	0.130	995.360	495.698
1	1	2	3	10.537	1	10	0.063	5	0.150	996.398	494.533
1	1	2	3	10.547	1	10	0.063	5	0.160	996.269	493.752
1	1	2	3	10.567	1	10	0.063	5	0.180	993.145	493.423
