sub	sess	t	cond	onset	open_d	door	door_p	tgt_door	depress_dur	x	y
1	1	2	3	10.587	1	10	0.063	5	0.200	990.520	491.780
1	1	2	3	10.597	1	10	0.063	5	0.210	990.722	490.150
1	1	2	3	10.617	1	10	0.063	5	0.230	988.449	488.758
1	1	2	3	10.637	1	10	0.063	5	0.250	990.642	489.040
1	1	2	3	10.647	1	10	0.063	5	0.260	989.540	488.552
1	1	2	3	10.667	1	10	0.063	5	0.280	990.448	488.074
1	1	2	3	10.687	1	10	0.063	5	0.300	990.516	489.148
1	1	2	3	10.697	1	10	0.063	5	0.310	991.647	488.495
1	1	2	3	10.717	1	10	0.063	5	0.330	991.573	488.647
1	1	2	3	10.737	1	10	0.063	5	0.350	992.095	487.873
1	1	2	3	10.747	1	10	0.063	5	0.360	996.117	484.190
1	1	2	3	10.767	1	10	0.063	5	0.380	997.139	486.421
1	1	2	3	10.787	1	10	0.063	5	0.400	997.669	485.323
1	1	2	3	10.797	1	10	0.063	5	0.410	999.812	483.924
1	1	2	3	10.817	1	10	0.063	5	0.430	1001.160	483.829
1	1	2	3	10.837	1	10	0.063	5	0.450	1002.671	481.283
1	1	2	3	10.847	1	10	0.063	5	0.460	1003.042	482.120
1	1	2	3	10.867	1	10	0.063	5	0.480	1004.339	478.711
1	1	2	3	10.887	1	10	0.063	5	0.500	1006.129	479.004
1	1	2	3	10.897	1	10	0.063	5	0.510	1006.935	478.072
1	1	2	3	10.917	1	10	0.063	5	0.530	1007.446	479.168
1	1	2	3	10.937	1	10	0.063	5	0.550	1005.762	480.638
1	1	2	3	10.947	1	10	0.063	5	0.560	1005.342	481.083
1	1	2	3	10.967	1	6	0.063	5	0.580	926.954	484.128
1	1	2	3	10.988	1	6	0.063	5	0.601	935.144	487.348
1	1	2	3	10.997	1	6	0.063	5	0.610	939.989	489.565
1	1	2	3	11.017	1	6	0.063	5	0.630	928.402	491.607
1	1	2	3	11.037	1	6	0.063	5	0.650	929.120	493.234
1	1	2	3	11.047	1	6	0.063	5	0.660	927.616	496.299
1	1	2	3	11.067	1	6	0.063	5	0.680	924.407	497.608
1	1	2	3	11.087	1	6	0.063	5	0.700	923.460	498.924
1	1	2	3	11.097	1	6	0.063	5	0.710	923.138	500.438
1	1	2	3	11.118	1	6	0.063	5	0.730	922.223	500.530
1	1	2	3	11.137	1	6	0.063	5	0.750	920.877	501.031
1	1	2	3	11.148	1	6	0.063	5	0.760	920.530	501.168
1	1	2	3	11.168	1	6	0.063	5	0.780	920.535	500.585
1	1	2	3	11.188	1	6	0.063	5	0.800	919.448	500.485
1	1	2	3	11.198	1	6	0.063	5	0.810	919.294	500.004
1	1	2	3	11.218	1	6	0.063	5	0.830	917.784	500.590
1	1	2	3	11.238	1	6	0.063	5	0.850	917.354	501.452
1	1	2	3	11.258	0	6	0.063	5	0.019	917.460	501.387
1	1	2	3	11.268	0	6	0.063	5	0.029	918.051	501.661
1	1	2	3	11.288	0	6	0.063	5	0.049	918.086	500.955
1	1	2	3	11.298	0	6	0.063	5	0.059	919.473	502.086
1	1	2	3	11.318	0	6	0.063	5	0.079	920.193	502.381
1	1	2	3	11.338	0	6	0.063	5	0.099	920.641	502.028
1	1	2	3	11.348	0	6	0.063	5	0.109	920.613	502.169
1	1	2	3	11.368	0	6	0.063	5	0.129	921.612	502.904
1	1	2	3	11.388	0	6	0.063	5	0.149	919.975	502.841
1	1	2	3	11.398	0	6	0.063	5	0.159	921.172	502.648
1	1	2	3	11.418	0	6	0.063	5	0.179	919.623	503.330
1	1	2	3	11.438	0	6	0.063	5	0.199	919.371	503.941
1	1	2	3	11.448	0	6	0.063	5	0.209	918.975	503.622
1	1	2	3	11.468	0	6	0.063	5	0.229	917.881	504.796
1	1	2	3	11.488	0	6	0.063	5	0.250	917.194	506.247
1	1	2	3	11.498	0	7	0.063	5	0.260	917.097	595.622
1	1	2	3	11.518	0	7	0.063	5	0.280	917.641	571.845
1	1	2	3	11.538	0	7	0.063	5	0.300	917.363	570.579
1	1	2	3	11.548	0	7	0.063	5	0.310	916.996	576.834
1	1	2	3	11.568	0	7	0.063	5	0.330	918.673	576.211
1	1	2	3	11.588	0	7	0.063	5	0.350	918.019	577.100
1	1	2	3	11.598	0	7	0.063	5	0.360	918.604	577.612
1	1	2	3	11.618	0	7	0.063	5	0.380	918.260	577.973
1	1	2	3	11.638	0	7	0.063	5	0.400	919.300	578.034
1	1	2	3	11.648	0	7	0.063	5	0.410	919.381	580.406
1	1	2	3	11.668	0	7	0.063	5	0.430	919.228	581.335
1	1	2	3	11.688	0	7	0.063	5	0.450	918.321	580.165
1	1	2	3	11.698	0	7	0.063	5	0.460	915.863	580.462
1	1	2	3	11.718	0	7	0.063	5	0.480	916.462	580.185
1	1	2	3	11.738	0	7	0.063	5	0.500	916.281	579.972
1	1	2	3	11.748	0	7	0.063	5	0.510	915.321	580.737
1	1	2	3	11.768	1	7	0.063	5	0.020	915.924	581.126
1	1	2	3	11.798	1	7	0.063	5	0.050	914.892	583.491
1	1	2	3	11.818	1	7	0.063	5	0.070	914.699	584.666
1	1	2	3	11.838	1	7	0.063	5	0.090	914.740	585.101
1	1	2	3	11.848	1	7	0.063	5	0.100	914.522	585.390
1	1	2	3	11.868	1	7	0.063	5	0.120	914.134	585.699
1	1	2	3	11.888	1	7	0.063	5	0.140	914.296	585.331
1	1	2	3	11.898	1	7	0.063	5	0.150	912.370	586.214
1	1	2	3	11.918	1	7	0.063	5	0.170	912.868	587.488
1	1	2	3	11.938	1	7	0.063	5	0.190	910.681	587.973
1	1	2	3	11.948	1	7	0.063	5	0.200	910.387	588.589
1	1	2	3	11.968	1	7	0.063	5	0.220	911.395	587.716
1	1	2	3	11.988	1	7	0.063	5	0.240	910.544	588.035
1	1	2	3	11.998	1	7	0.063	5	0.250	910.553	587.145
1	1	2	3	12.018	1	7	0.063	5	0.270	902.609	584.921
1	1	2	3	12.038	1	7	0.063	5	0.290	868.004	582.435
1	1	2	3	12.048	1	7	0.063	5	0.300	870.817	581.269
1	1	2	3	12.068	0	0	0.000	5	0.320	866.402	581.392
1	1	2	3	12.088	1	3	0.063	5	0.340	860.292	581.332
1	1	2	3	12.098	1	3	0.063	5	0.350	854.158	579.007
1	1	2	3	12.118	1	3	0.063	5	0.370	852.603	579.185
1	1	2	3	12.138	1	3	0.063	5	0.390	850.045	577.988
1	1	2	3	12.148	1	3	0.063	5	0.400	851.335	578.972
1	1	2	3	12.168	1	6	0.063	5	0.420	939.035	486.056
1	1	2	3	12.188	0	0	0.000	5	0.440	942.048	457.582
1	1	2	3	12.198	1	6	0.063	5	0.450	935.982	460.496
1	1	2	3	12.218	0	0	0.000	5	0.470	938.082	453.676
1	1	2	3	12.238	0	0	0.000	5	0.490	939.995	452.572
1	1	2	3	12.248	0	0	0.000	5	0.500	941.189	452.312
1	1	2	3	12.268	0	0	0.000	5	0.520	942.390	449.186
1	1	2	3	12.288	0	0	0.000	5	0.540	940.974	447.216
1	1	2	3	12.298	0	0	0.000	5	0.550	938.697	447.571
1	1	2	3	12.318	0	0	0.000	5	0.570	938.219	446.736
1	1	2	3	12.338	0	0	0.000	5	0.590	937.865	444.667
1	1	2	3	12.348	0	0	0.000	5	0.600	936.465	443.369
1	1	2	3	12.368	0	0	0.000	5	0.620	936.338	443.980
1	1	2	3	12.388	0	0	0.000	5	0.640	936.948	442.446
1	1	2	3	12.398	0	0	0.000	5	0.650	936.573	442.429
1	1	2	3	12.418	0	0	0.000	5	0.670	936.123	442.821
1	1	2	3	12.438	0	0	0.000	5	0.690	919.343	443.697
1	1	2	3	12.448	0	0	0.000	5	0.700	920.784	446.215
1	1	2	3	12.468	0	0	0.000	5	0.720	916.483	446.349
1	1	2	3	12.488	0	0	0.000	5	0.740	913.338	447.125
1	1	2	3	12.498	1	6	0.063	5	0.750	908.193	448.067
1	1	2	3	12.518	1	6	0.063	5	0.770	906.565	450.630
1	1	2	3	12.538	1	6	0.063	5	0.790	901.926	450.239
1	1	2	3	12.548	1	6	0.063	5	0.800	899.821	451.287
1	1	2	3	12.569	1	6	0.063	5	0.821	896.680	451.977
1	1	2	3	12.588	1	6	0.063	5	0.840	894.908	452.586
1	1	2	3	12.598	1	6	0.063	5	0.850	893.066	453.338
1	1	2	3	12.618	1	6	0.063	5	0.870	893.392	453.495
1	1	2	3	12.638	0	6	0.063	5	0.019	892.509	453.511
1	1	2	3	12.648	0	6	0.063	5	0.029	891.611	453.372
1	1	2	3	12.668	0	6	0.063	5	0.049	892.756	454.187
1	1	2	3	12.688	0	6	0.063	5	0.069	893.117	454.482
1	1	2	3	12.698	0	6	0.063	5	0.079	893.172	454.720
1	1	2	3	12.718	0	6	0.063	5	0.099	893.352	455.812
1	1	2	3	12.738	0	6	0.063	5	0.119	894.516	455.750
1	1	2	3	12.749	0	6	0.063	5	0.129	896.374	455.609
1	1	2	3	12.769	0	6	0.063	5	0.149	897.805	455.094
1	1	2	3	12.789	0	6	0.063	5	0.169	898.583	454.794
1	1	2	3	12.799	0	6	0.063	5	0.179	899.090	453.931
1	1	2	3	12.819	0	6	0.063	5	0.199	900.018	453.246
1	1	2	3	12.839	0	0	0.000	5	0.219	903.072	446.411
1	1	2	3	12.849	0	5	0.063	5	0.229	902.190	413.460
1	1	2	3	12.869	0	5	0.063	5	0.249	903.206	430.232
1	1	2	3	12.889	0	5	0.063	5	0.269	903.539	418.009
1	1	2	3	12.899	0	5	0.063	5	0.279	904.974	411.533
1	1	2	3	12.919	0	5	0.063	5	0.299	905.957	404.237
1	1	2	3	12.939	0	5	0.063	5	0.319	905.257	403.034
1	1	2	3	12.949	0	5	0.063	5	0.330	905.835	401.205
1	1	2	3	12.969	0	5	0.063	5	0.350	905.111	399.843
1	1	2	3	12.989	0	5	0.063	5	0.370	904.740	396.877
1	1	2	3	12.999	0	5	0.063	5	0.380	905.382	394.716
1	1	2	3	13.019	0	5	0.063	5	0.400	903.794	393.423
1	1	2	3	13.039	0	5	0.063	5	0.420	903.832	394.480
1	1	2	3	13.049	0	5	0.063	5	0.430	903.492	392.882
1	1	2	3	13.069	0	5	0.063	5	0.450	902.103	393.361
1	1	2	3	13.089	0	5	0.063	5	0.470	902.025	393.386
1	1	2	3	13.099	0	5	0.063	5	0.480	901.840	393.984
1	1	2	3	999.000	1	5	0.063	5	0.200	9.000	9.000
1	1	3	3	0.021	0	0	0.000	3	0.017	955.235	535.305
1	1	3	3	0.031	0	0	0.000	3	0.027	955.898	533.988
1	1	3	3	0.051	0	0	0.000	3	0.047	956.989	533.774
1	1	3	3	0.061	0	0	0.000	3	0.057	955.346	531.829
1	1	3	3	0.081	0	0	0.000	3	0.077	956.802	531.038
1	1	3	3	0.091	0	0	0.000	3	0.087	958.926	529.854
1	1	3	3	0.111	0	0	0.000	3	0.107	956.998	528.771
1	1	3	3	0.131	0	0	0.000	3	0.127	957.249	527.397
1	1	3	3	0.141	0	0	0.000	3	0.137	956.196	526.833
1	1	3	3	0.161	0	0	0.000	3	0.157	955.714	529.253
1	1	3	3	0.181	0	0	0.000	3	0.177	956.540	528.880
1	1	3	3	0.191	0	0	0.000	3	0.187	956.548	529.741
1	1	3	3	0.211	0	0	0.000	3	0.207	955.608	529.887
1	1	3	3	0.231	0	6	0.063	3	0.227	926.070	524.425
1	1	3	3	0.241	0	0	0.000	3	0.237	859.255	426.492
1	1	3	3	0.261	0	1	0.063	3	0.257	848.739	413.671
1	1	3	3	0.281	0	1	0.063	3	0.277	844.571	409.608
1	1	3	3	0.291	0	1	0.063	3	0.287	846.235	404.538
1	1	3	3	0.311	0	1	0.063	3	0.307	843.837	401.740
1	1	3	3	0.331	0	1	0.063	3	0.327	839.819	399.821
1	1	3	3	0.341	0	1	0.063	3	0.337	839.474	397.564
1	1	3	3	0.361	0	1	0.063	3	0.357	841.047	397.525
1	1	3	3	0.381	0	1	0.063	3	0.377	839.239	395.870
1	1	3	3	0.391	0	1	0.063	3	0.387	841.624	397.971
1	1	3	3	0.411	0	1	0.063	3	0.407	840.523	396.548
1	1	3	3	0.431	0	1	0.063	3	0.427	838.456	395.184
1	1	3	3	0.441	0	1	0.063	3	0.437	838.415	394.698
1	1	3	3	0.461	0	1	0.063	3	0.457	838.394	394.249
1	1	3	3	0.481	0	1	0.063	3	0.477	836.402	393.946
1	1	3	3	0.491	0	1	0.063	3	0.487	831.911	394.594
1	1	3	3	0.511	0	1	0.063	3	0.507	830.931	392.717
1	1	3	3	0.531	1	1	0.063	3	0.020	830.768	391.082
1	1	3	3	0.541	1	1	0.063	3	0.030	821.981	391.930
1	1	3	3	0.561	1	1	0.063	3	0.050	824.174	393.984
1	1	3	3	0.581	1	1	0.063	3	0.070	821.810	393.660
1	1	3	3	0.591	1	1	0.063	3	0.080	817.994	394.693
1	1	3	3	0.611	1	1	0.063	3	0.100	817.763	393.888
1	1	3	3	0.631	1	1	0.063	3	0.120	814.865	393.059
1	1	3	3	0.641	1	1	0.063	3	0.130	813.964	392.517
1	1	3	3	0.661	1	1	0.063	3	0.150	813.823	391.039
1	1	3	3	0.681	1	1	0.063	3	0.170	814.121	389.972
1	1	3	3	0.691	1	1	0.063	3	0.180	814.157	391.465
1	1	3	3	0.711	1	1	0.063	3	0.200	814.067	392.752
1	1	3	3	0.731	1	1	0.063	3	0.220	815.136	393.167
1	1	3	3	0.741	1	1	0.063	3	0.230	815.464	393.027
1	1	3	3	0.761	1	1	0.063	3	0.250	816.642	391.572
1	1	3	3	0.781	1	1	0.063	3	0.270	816.740	391.861
1	1	3	3	0.791	1	1	0.063	3	0.280	816.349	393.190
1	1	3	3	0.811	1	1	0.063	3	0.300	814.501	393.477
1	1	3	3	0.831	1	1	0.063	3	0.320	815.445	393.934
1	1	3	3	0.841	1	1	0.063	3	0.330	814.179	394.592
1	1	3	3	0.861	1	1	0.063	3	0.350	813.404	395.029
1	1	3	3	0.881	1	1	0.063	3	0.370	813.207	397.369
1	1	3	3	0.901	1	1	0.063	3	0.390	813.071	396.820
1	1	3	3	0.911	1	1	0.063	3	0.400	810.692	396.626
1	1	3	3	0.931	1	1	0.063	3	0.420	810.988	397.756
1	1	3	3	0.941	1	1	0.063	3	0.430	809.346	399.293
1	1	3	3	0.961	1	1	0.063	3	0.450	813.017	398.907
1	1	3	3	0.981	1	5	0.063	3	0.470	941.621	397.686
1	1	3	3	1.001	1	5	0.063	3	0.490	920.968	398.931
1	1	3	3	1.011	1	5	0.063	3	0.500	923.904	399.711
1	1	3	3	1.031	1	5	0.063	3	0.520	925.127	399.689
1	1	3	3	1.041	1	5	0.063	3	0.530	923.562	400.484
1	1	3	3	1.061	1	5	0.063	3	0.550	924.767	400.024
1	1	3	3	1.081	1	5	0.063	3	0.570	926.566	401.225
1	1	3	3	1.091	1	5	0.063	3	0.580	926.564	401.235
1	1	3	3	1.111	1	5	0.063	3	0.600	927.474	401.074
1	1	3	3	1.131	1	5	0.063	3	0.620	927.761	400.057
1	1	3	3	1.141	1	5	0.063	3	0.630	926.800	398.384
1	1	3	3	1.161	1	5	0.063	3	0.650	923.951	399.210
1	1	3	3	1.181	1	5	0.063	3	0.670	924.288	399.747
1	1	3	3	1.191	1	5	0.063	3	0.680	922.619	399.859
1	1	3	3	1.211	1	5	0.063	3	0.700	922.702	400.746
1	1	3	3	1.231	1	5	0.063	3	0.720	921.829	401.382
1	1	3	3	1.241	1	5	0.063	3	0.730	922.700	400.446
1	1	3	3	1.261	1	5	0.063	3	0.750	921.572	402.779
1	1	3	3	1.281	1	5	0.063	3	0.770	921.961	403.896
1	1	3	3	1.291	1	5	0.063	3	0.780	921.511	405.848
1	1	3	3	1.311	1	5	0.063	3	0.800	920.829	407.214
1	1	3	3	1.331	1	5	0.063	3	0.820	920.266	409.622
1	1	3	3	1.351	1	5	0.063	3	0.840	920.555	409.954
1	1	3	3	1.361	1	5	0.063	3	0.850	920.210	411.370
1	1	3	3	1.381	0	5	0.063	3	0.019	920.236	412.504
1	1	3	3	1.391	0	5	0.063	3	0.029	920.334	412.802
1	1	3	3	1.411	0	5	0.063	3	0.049	921.684	413.618
1	1	3	3	1.431	0	5	0.063	3	0.069	921.105	414.399
1	1	3	3	1.441	0	5	0.063	3	0.079	921.700	413.283
1	1	3	3	1.461	0	5	0.063	3	0.099	919.035	410.542
1	1	3	3	1.481	0	5	0.063	3	0.119	911.991	410.644
1	1	3	3	1.491	0	5	0.063	3	0.129	911.704	410.964
1	1	3	3	1.511	0	5	0.063	3	0.149	906.487	410.209
1	1	3	3	1.531	0	5	0.063	3	0.169	905.442	410.816
1	1	3	3	1.541	0	5	0.063	3	0.179	900.741	410.218
1	1	3	3	1.561	0	5	0.063	3	0.199	902.764	410.891
1	1	3	3	1.581	0	5	0.063	3	0.219	902.186	411.849
1	1	3	3	1.591	0	5	0.063	3	0.229	899.071	409.668
1	1	3	3	1.611	0	5	0.063	3	0.249	899.090	407.411
1	1	3	3	1.632	0	5	0.063	3	0.269	897.302	406.757
1	1	3	3	1.642	0	5	0.063	3	0.279	896.647	410.028
1	1	3	3	1.662	0	5	0.063	3	0.299	896.191	409.899
1	1	3	3	1.682	0	5	0.063	3	0.319	895.900	409.439
1	1	3	3	1.692	0	5	0.063	3	0.329	895.183	410.586
1	1	3	3	1.712	0	5	0.063	3	0.349	904.824	408.550
1	1	3	3	1.732	1	5	0.063	3	0.020	904.580	406.897
1	1	3	3	1.742	1	5	0.063	3	0.030	906.105	404.652
1	1	3	3	1.762	1	5	0.063	3	0.050	909.642	403.786
1	1	3	3	1.782	1	5	0.063	3	0.070	913.023	405.161
1	1	3	3	1.802	1	5	0.063	3	0.090	917.317	404.075
1	1	3	3	1.812	1	5	0.063	3	0.100	917.350	403.762
1	1	3	3	1.832	1	5	0.063	3	0.120	921.026	401.180
1	1	3	3	1.842	1	5	0.063	3	0.130	921.095	401.314
1	1	3	3	1.862	1	5	0.063	3	0.150	920.719	399.974
1	1	3	3	1.882	1	5	0.063	3	0.170	921.752	401.049
1	1	3	3	1.892	1	5	0.063	3	0.180	922.296	400.939
1	1	3	3	1.912	1	5	0.063	3	0.200	922.936	402.341
1	1	3	3	1.932	1	5	0.063	3	0.220	923.185	402.634
1	1	3	3	1.942	1	5	0.063	3	0.230	922.214	402.497
1	1	3	3	1.962	1	5	0.063	3	0.250	922.693	402.552
1	1	3	3	1.982	1	5	0.063	3	0.270	921.562	404.834
1	1	3	3	1.992	1	5	0.063	3	0.280	920.412	406.242
1	1	3	3	2.012	1	5	0.063	3	0.300	918.079	406.627
1	1	3	3	2.032	1	5	0.063	3	0.320	916.958	408.155
1	1	3	3	2.042	1	5	0.063	3	0.330	915.393	409.918
1	1	3	3	2.062	1	5	0.063	3	0.350	915.107	409.155
1	1	3	3	2.082	1	5	0.063	3	0.370	911.159	410.106
1	1	3	3	2.092	1	5	0.063	3	0.380	911.243	410.829
1	1	3	3	2.112	1	5	0.063	3	0.400	908.416	412.150
1	1	3	3	2.132	1	5	0.063	3	0.420	907.942	427.084
1	1	3	3	2.142	1	6	0.063	3	0.430	908.494	475.064
1	1	3	3	2.162	1	6	0.063	3	0.450	907.521	457.228
1	1	3	3	2.182	1	6	0.063	3	0.470	908.741	474.142
1	1	3	3	2.192	1	6	0.063	3	0.480	909.833	483.323
1	1	3	3	2.212	1	6	0.063	3	0.500	911.215	485.826
1	1	3	3	2.232	1	6	0.063	3	0.520	913.478	486.075
1	1	3	3	2.252	1	6	0.063	3	0.540	915.993	490.004
1	1	3	3	2.262	1	6	0.063	3	0.550	917.248	492.287
1	1	3	3	2.282	1	6	0.063	3	0.570	919.446	492.787
1	1	3	3	2.292	1	6	0.063	3	0.580	921.404	494.976
1	1	3	3	2.312	1	6	0.063	3	0.600	923.176	495.891
1	1	3	3	2.332	1	6	0.063	3	0.620	924.981	495.252
1	1	3	3	2.342	1	6	0.063	3	0.630	926.179	497.104
1	1	3	3	2.362	1	6	0.063	3	0.650	927.031	497.885
1	1	3	3	2.382	1	6	0.063	3	0.670	928.472	497.032
1	1	3	3	2.392	1	6	0.063	3	0.680	928.329	496.714
1	1	3	3	2.412	1	6	0.063	3	0.700	928.488	496.531
1	1	3	3	2.432	1	6	0.063	3	0.720	928.749	495.840
1	1	3	3	2.442	1	6	0.063	3	0.730	928.784	495.830
1	1	3	3	2.462	1	6	0.063	3	0.750	928.619	495.717
1	1	3	3	2.482	1	6	0.063	3	0.770	928.774	494.623
1	1	3	3	2.492	1	6	0.063	3	0.780	928.204	493.992
1	1	3	3	2.512	1	6	0.063	3	0.800	926.157	494.329
1	1	3	3	2.532	1	6	0.063	3	0.820	918.597	496.100
1	1	3	3	2.542	1	6	0.063	3	0.830	917.712	496.552
1	1	3	3	2.562	1	6	0.063	3	0.850	911.396	500.546
1	1	3	3	2.582	0	6	0.063	3	0.019	913.275	502.594
1	1	3	3	2.592	0	6	0.063	3	0.029	912.813	503.336
1	1	3	3	2.612	0	6	0.063	3	0.049	911.492	506.696
1	1	3	3	2.632	0	6	0.063	3	0.069	908.097	509.116
1	1	3	3	2.642	0	6	0.063	3	0.079	906.400	511.324
1	1	3	3	2.662	0	6	0.063	3	0.099	904.809	512.795
1	1	3	3	2.682	0	6	0.063	3	0.119	903.626	515.075
1	1	3	3	2.692	0	6	0.063	3	0.129	902.147	515.973
1	1	3	3	2.712	0	6	0.063	3	0.149	902.791	517.336
1	1	3	3	2.732	0	6	0.063	3	0.169	903.592	518.538
1	1	3	3	2.742	0	6	0.063	3	0.179	903.898	518.451
1	1	3	3	2.762	0	6	0.063	3	0.199	903.172	518.136
1	1	3	3	2.782	0	6	0.063	3	0.219	902.700	519.895
1	1	3	3	2.802	0	6	0.063	3	0.239	902.400	519.877
1	1	3	3	2.812	0	6	0.063	3	0.249	903.394	518.769
1	1	3	3	2.832	0	6	0.063	3	0.269	904.089	518.993
1	1	3	3	2.842	0	6	0.063	3	0.279	904.013	518.874
1	1	3	3	2.862	0	6	0.063	3	0.299	902.281	520.215
1	1	3	3	2.882	0	6	0.063	3	0.319	903.510	521.326
1	1	3	3	2.902	0	6	0.063	3	0.339	902.771	521.758
1	1	3	3	2.912	0	6	0.063	3	0.349	901.974	522.192
1	1	3	3	2.932	1	6	0.063	3	0.020	901.070	522.918
1	1	3	3	2.942	1	6	0.063	3	0.030	902.356	524.625
1	1	3	3	2.962	1	6	0.063	3	0.050	901.709	525.638
1	1	3	3	2.982	1	6	0.063	3	0.070	901.009	524.836
1	1	3	3	3.002	1	6	0.063	3	0.090	898.244	526.707
1	1	3	3	3.012	1	6	0.063	3	0.100	898.648	527.589
1	1	3	3	3.032	1	6	0.063	3	0.120	896.475	528.481
1	1	3	3	3.042	1	6	0.063	3	0.130	897.598	527.789
1	1	3	3	3.062	1	6	0.063	3	0.150	896.836	527.472
1	1	3	3	3.082	1	6	0.063	3	0.170	897.321	527.302
1	1	3	3	3.092	1	6	0.063	3	0.180	898.282	527.199
1	1	3	3	3.112	1	6	0.063	3	0.200	899.588	526.667
1	1	3	3	3.132	1	6	0.063	3	0.220	898.796	526.422
1	1	3	3	3.142	1	6	0.063	3	0.230	899.296	524.970
1	1	3	3	3.162	1	6	0.063	3	0.250	899.630	524.810
1	1	3	3	3.182	1	6	0.063	3	0.270	900.148	524.562
1	1	3	3	3.192	1	6	0.063	3	0.280	899.456	523.679
1	1	3	3	3.212	1	6	0.063	3	0.300	901.532	522.477
1	1	3	3	3.233	1	6	0.063	3	0.320	902.773	515.830
1	1	3	3	3.243	1	6	0.063	3	0.330	903.680	517.422
1	1	3	3	3.263	1	6	0.063	3	0.350	903.993	513.590
1	1	3	3	3.283	1	6	0.063	3	0.370	904.461	511.601
1	1	3	3	3.293	1	6	0.063	3	0.380	904.575	509.452
1	1	3	3	3.313	1	6	0.063	3	0.400	905.451	507.312
1	1	3	3	3.333	1	6	0.063	3	0.420	905.814	505.313
1	1	3	3	3.343	1	6	0.063	3	0.430	907.163	505.274
1	1	3	3	3.363	1	6	0.063	3	0.450	905.534	501.929
1	1	3	3	3.383	1	6	0.063	3	0.470	905.999	501.373
1	1	3	3	3.393	1	6	0.063	3	0.480	904.500	500.405
1	1	3	3	3.413	1	6	0.063	3	0.500	902.801	501.123
1	1	3	3	3.433	1	6	0.063	3	0.520	900.529	502.312
1	1	3	3	3.453	1	2	0.063	3	0.540	851.632	505.012
1	1	3	3	3.463	1	2	0.063	3	0.550	834.224	506.861
1	1	3	3	3.483	1	2	0.063	3	0.570	829.087	506.590
1	1	3	3	3.493	1	2	0.063	3	0.580	836.173	508.699
1	1	3	3	3.513	1	2	0.063	3	0.600	831.103	510.709
1	1	3	3	3.533	1	2	0.063	3	0.620	831.811	511.645
1	1	3	3	3.553	1	2	0.063	3	0.640	828.274	513.478
1	1	3	3	3.563	1	2	0.063	3	0.650	826.451	517.131
1	1	3	3	3.583	1	2	0.063	3	0.670	825.818	518.152
1	1	3	3	3.593	1	2	0.063	3	0.680	824.978	519.805
1	1	3	3	3.613	1	2	0.063	3	0.700	825.220	519.889
1	1	3	3	3.633	1	2	0.063	3	0.720	824.801	519.750
1	1	3	3	3.643	1	2	0.063	3	0.730	825.320	518.799
1	1	3	3	3.663	1	2	0.063	3	0.750	824.205	519.876
1	1	3	3	3.683	1	2	0.063	3	0.770	822.763	519.487
1	1	3	3	3.693	1	2	0.063	3	0.780	822.814	518.302
1	1	3	3	3.713	1	2	0.063	3	0.800	821.989	517.688
1	1	3	3	3.733	1	2	0.063	3	0.820	821.097	517.554
1	1	3	3	3.743	1	2	0.063	3	0.830	822.884	516.552
1	1	3	3	3.763	1	2	0.063	3	0.850	825.475	509.117
1	1	3	3	3.783	0	2	0.063	3	0.019	826.387	508.209
1	1	3	3	3.793	0	2	0.063	3	0.029	826.738	504.220
1	1	3	3	3.813	0	2	0.063	3	0.049	827.811	502.932
1	1	3	3	3.833	0	2	0.063	3	0.069	826.702	499.570
1	1	3	3	3.843	0	2	0.063	3	0.079	827.796	496.752
1	1	3	3	3.863	0	2	0.063	3	0.099	829.011	492.363
1	1	3	3	3.883	0	2	0.063	3	0.119	830.100	493.294
1	1	3	3	3.893	0	2	0.063	3	0.129	831.472	492.721
1	1	3	3	3.913	0	2	0.063	3	0.149	831.877	491.166
1	1	3	3	3.933	0	2	0.063	3	0.169	832.035	489.210
1	1	3	3	3.943	0	2	0.063	3	0.179	831.199	491.030
1	1	3	3	3.963	0	2	0.063	3	0.199	830.256	491.380
1	1	3	3	3.993	0	2	0.063	3	0.229	828.940	491.222
1	1	3	3	4.013	0	2	0.063	3	0.249	829.662	490.872
1	1	3	3	4.033	0	2	0.063	3	0.269	829.431	490.566
1	1	3	3	4.043	0	2	0.063	3	0.279	830.017	491.999
1	1	3	3	4.063	0	2	0.063	3	0.299	828.317	492.449
1	1	3	3	4.083	0	2	0.063	3	0.319	826.661	492.244
1	1	3	3	4.103	0	2	0.063	3	0.339	826.341	492.294
1	1	3	3	4.113	0	2	0.063	3	0.350	825.195	493.362
1	1	3	3	4.133	0	2	0.063	3	0.369	824.343	491.786
1	1	3	3	4.153	1	2	0.063	3	0.020	823.682	491.495
1	1	3	3	4.163	1	2	0.063	3	0.030	823.681	492.267
1	1	3	3	4.183	1	2	0.063	3	0.050	824.249	492.112
1	1	3	3	4.203	1	2	0.063	3	0.070	823.839	493.579
1	1	3	3	4.213	1	2	0.063	3	0.080	822.418	493.573
1	1	3	3	4.233	1	2	0.063	3	0.100	822.464	493.186
1	1	3	3	4.243	1	2	0.063	3	0.110	824.588	493.726
1	1	3	3	4.263	1	2	0.063	3	0.130	824.197	493.425
1	1	3	3	4.283	1	2	0.063	3	0.150	825.192	493.554
1	1	3	3	4.303	1	2	0.063	3	0.170	826.584	493.501
1	1	3	3	4.313	1	2	0.063	3	0.180	827.224	493.655
